# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   	cellDisplacement_solver	cellDisplacementx_initial	cellDisplacementx_final	cellDisplacementx_iters	cellDisplacementy_initial	cellDisplacementy_final	cellDisplacementy_iters	cellDisplacement_converged	omega_solver  	omega_initial 	omega_final   	omega_iters   	omega_converged
0.01225       	DILUPBiCGStab	9.709870e-07	4.811770e-11	1	1.642120e-05	1.197940e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	4.508550e-03	3.684230e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.0125        	DILUPBiCGStab	9.686210e-07	4.788860e-11	1	1.641040e-05	1.196010e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	4.565460e-03	3.437490e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.01275       	DILUPBiCGStab	9.662570e-07	4.765820e-11	1	1.640210e-05	1.194390e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	4.397300e-03	3.697370e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.013         	DILUPBiCGStab	9.639480e-07	4.746170e-11	1	1.639560e-05	1.194490e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	4.249960e-03	3.193710e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.01325       	DILUPBiCGStab	9.616940e-07	4.729660e-11	1	1.639090e-05	1.195370e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	4.436960e-03	3.821260e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.0135        	DILUPBiCGStab	9.595120e-07	4.713760e-11	1	1.638780e-05	1.196080e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	4.387410e-03	3.948040e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.01375       	DILUPBiCGStab	9.573570e-07	4.695540e-11	1	1.638730e-05	1.196340e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	4.369330e-03	3.954430e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.014         	DILUPBiCGStab	9.551880e-07	4.673030e-11	1	1.638680e-05	1.197230e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	4.315920e-03	3.809200e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.01425       	DILUPBiCGStab	9.531020e-07	4.651170e-11	1	1.638760e-05	1.197810e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	4.434340e-03	3.885310e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.0145        	DILUPBiCGStab	9.510050e-07	4.625370e-11	1	1.639240e-05	1.195650e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	4.166030e-03	3.527140e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.01475       	DILUPBiCGStab	9.490260e-07	4.603140e-11	1	1.639820e-05	1.195320e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	4.059860e-03	3.818940e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.015         	DILUPBiCGStab	9.470020e-07	4.586980e-11	1	1.640100e-05	1.194600e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	4.125700e-03	2.055600e-05	4	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.01525       	DILUPBiCGStab	9.450380e-07	4.569980e-11	1	1.640560e-05	1.194420e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	4.182930e-03	1.875190e-05	4	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.0155        	DILUPBiCGStab	9.430230e-07	4.554220e-11	1	1.641450e-05	1.193630e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	3.992610e-03	3.594880e-05	5	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.01575       	DILUPBiCGStab	9.411730e-07	4.542300e-11	1	1.642740e-05	1.193870e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	4.255430e-03	2.428890e-05	4	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.016         	DILUPBiCGStab	9.393480e-07	4.531560e-11	1	1.643940e-05	1.194450e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	3.898380e-03	2.396080e-05	4	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.01625       	DILUPBiCGStab	9.376770e-07	4.520660e-11	1	1.646260e-05	1.195170e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	3.593790e-03	3.132710e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.0165        	DILUPBiCGStab	9.359110e-07	4.508850e-11	1	1.648120e-05	1.195730e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	3.792090e-03	2.108580e-05	4	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.01675       	DILUPBiCGStab	9.340630e-07	4.494940e-11	1	1.649720e-05	1.195630e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	3.586380e-03	3.172520e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.017         	DILUPBiCGStab	9.322990e-07	4.483520e-11	1	1.651640e-05	1.195140e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	3.378950e-03	1.590680e-05	4	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
0.01725       	DILUPBiCGStab	9.306140e-07	4.472210e-11	1	1.653940e-05	1.195730e-09	1	false	DILUPBiCGStab	2.654540e-11	2.654540e-11	0	true	GAMG	3.314510e-03	3.168330e-05	3	true	DICPCG	0.000000e+00	0.000000e+00	0	0.000000e+00	0.000000e+00	0	false	DILUPBiCGStab	1.054180e-15	1.054180e-15	0	true
